,country,variety,points
946,Italy,Red Blend,89
947,US,Pinot Gris,89
948,Chile,Cabernet Sauvignon,89
949,Italy,Cabernet Sauvignon,89
950,Portugal,Tinta Francisca,89
951,Italy,Red Blend,89
952,US,Rosé,89
953,US,Cabernet Sauvignon,89
954,Italy,Red Blend,89
955,Italy,Red Blend,89
956,US,Pinot Noir,89
957,Portugal,Portuguese Red,89
958,US,Pinot Noir,89
959,Greece,White Blend,89
960,Italy,Nebbiolo,90
961,US,Tempranillo,90
962,Portugal,Portuguese Red,90
963,US,Red Blend,90
964,Spain,Tempranillo Blend,90
965,Italy,Barbera,90
966,Israel,Cabernet Sauvignon,90
967,US,Pinot Noir,90
968,Germany,Riesling,90
969,US,Pinot Noir,90
970,Israel,Cabernet Sauvignon,90
971,Italy,Nebbiolo,90
972,Portugal,Portuguese White,90
973,US,Chardonnay,90
974,Israel,Red Blend,90
975,US,Chardonnay,90
976,US,Pinot Noir,90
977,Israel,Cabernet Sauvignon,90
978,Italy,Nebbiolo,90
979,US,Cabernet Sauvignon,90
980,Italy,Nebbiolo,90
981,Italy,Nebbiolo,90
982,Italy,Nebbiolo,90
983,Italy,Nebbiolo,90
984,Italy,Nebbiolo,90
985,Spain,Tempranillo,90
986,Italy,Nebbiolo,90
987,Australia,Pinot Noir,90
988,US,Pinot Noir,90
989,US,Sparkling Blend,90
990,Italy,Garganega,85
991,US,Chardonnay,85
992,Israel,Chardonnay,85
993,Portugal,Portuguese White,85
994,Portugal,Portuguese White,85
995,Portugal,Alicante Bouschet,85
996,Portugal,Portuguese Sparkling,85
997,France,Sauvignon Blanc,85
998,France,White Blend,85
999,Argentina,Malbec,85
1000,Portugal,Portuguese Sparkling,85
1001,US,Chardonnay,85
1002,US,Pinot Grigio,85
1003,Portugal,Portuguese Sparkling,85
1004,Portugal,Portuguese Red,85
1005,Portugal,Portuguese Sparkling,85
1006,South Africa,Chardonnay,85
1007,Argentina,Malbec,85
1008,South Africa,Chenin Blanc,85
1009,France,Rhône-style White Blend,85
1010,US,Cabernet Sauvignon,85
1011,South Africa,Sauvignon Blanc,85
1012,France,Rosé,85
1013,France,Bordeaux-style White Blend,85
1014,France,Chardonnay,85
1015,Portugal,Portuguese Red,85
1016,Portugal,Portuguese Red,85
1017,France,White Blend,85
1018,US,Chardonnay,85
1019,Italy,Garganega,85
1020,Germany,Riesling,91
1021,US,Pinot Noir,91
1022,Italy,White Blend,91
1023,US,Pinot Noir,91
1024,France,Gamay,91
1025,Portugal,Portuguese Red,91
1026,Portugal,Portuguese Red,91
1027,Portugal,Portuguese Red,91
1028,US,Pinot Noir,91
1029,US,Syrah,91
1030,Portugal,Portuguese Red,91
1031,Portugal,Portuguese Red,91
1032,Germany,Riesling,91
1033,Portugal,Portuguese Red,91
1034,France,Bordeaux-style Red Blend,91
1035,France,Gamay,91
1036,Germany,Lemberger,91
1037,Chile,Red Blend,91
1038,Chile,Red Blend,91
1039,Italy,Turbiana,91
1040,US,Pinot Noir,91
1041,Chile,Petit Verdot,91
1042,Italy,Red Blend,91
1043,Portugal,Portuguese Red,91
1044,US,Pinot Noir,91
1045,Portugal,Portuguese White,91
1046,Portugal,Petite Verdot,91
1047,Portugal,Touriga Nacional,91
1048,Portugal,Portuguese Red,91
1049,US,Pinot Noir,91
1050,Italy,Nebbiolo,88
1051,Italy,Nebbiolo,88
1052,US,Pinot Noir,88
1053,US,Merlot,88
1054,US,Pinot Noir,88
1055,US,Cabernet Franc,88
1056,US,Bordeaux-style Red Blend,88
1057,Argentina,Torrontés,88
1058,US,Bordeaux-style Red Blend,88
1059,Argentina,Cabernet Franc,88
1060,Portugal,Portuguese Red,88
1061,Bulgaria,Pinot Noir,88
1062,US,Mourvèdre,88
1063,Italy,Nebbiolo,88
1064,Argentina,Torrontés,88
1065,Spain,Mencía,88
1066,Australia,Chardonnay,88
1067,US,Merlot,88
1068,Croatia,Posip,88
1069,US,Zinfandel,88
1070,France,Bordeaux-style Red Blend,88
1071,Romania,Pinot Noir,88
1072,US,Chardonnay,88
1073,France,Sauvignon Blanc,88
1074,US,Fumé Blanc,88
1075,France,Sauvignon Blanc,88
1076,Italy,Nebbiolo,88
1077,US,Pinot Noir,88
1078,Italy,Nebbiolo,88
1079,US,Pinot Noir,88
1080,US,Merlot,87
1081,US,Cabernet Sauvignon,87
1082,US,Chardonnay,87
1083,US,Zinfandel,87
1084,US,Nebbiolo,87
1085,US,Cabernet Sauvignon,87
1086,Spain,Monastrell,87
1087,France,Bordeaux-style Red Blend,87
1088,France,Bordeaux-style Red Blend,87
1089,US,Cabernet Sauvignon,87
1090,France,Bordeaux-style Red Blend,87
1091,France,Bordeaux-style Red Blend,87
1092,France,Bordeaux-style Red Blend,87
1093,US,Syrah,87
1094,US,Riesling,87
1095,US,Chardonnay,87
1096,Italy,White Blend,87
1097,US,Bordeaux-style Red Blend,87
1098,US,White Blend,87
1099,US,Riesling,87
1100,US,Merlot,87
1101,France,Bordeaux-style Red Blend,87
1102,US,White Blend,87
1103,US,Red Blend,87
1104,US,Roussanne,87
1105,US,Cabernet Sauvignon,87
1106,US,Touriga Nacional,87
1107,US,Cabernet Sauvignon,87
1108,Italy,Sangiovese,87
1109,US,Merlot,87
1110,Spain,Tempranillo,90
1111,US,Sauvignon Blanc,90
1112,Spain,Tempranillo Blend,90
1113,US,Cabernet Sauvignon,90
1114,US,Mourvèdre,90
1115,Italy,Grillo,90
1116,France,Chardonnay,90
1117,France,Pinot Noir,90
1118,France,Pinot Noir,90
1119,US,Grenache,90
1120,Chile,Syrah,90
1121,Germany,Riesling,90
1122,US,Chardonnay,90
1123,US,Pinot Noir,90
1124,France,Pinot Noir,90
1125,Germany,Müller-Thurgau,90
1126,France,Pinot Noir,90
1127,US,Sauvignon Blanc,90
1128,US,Syrah,90
1129,US,Cabernet Sauvignon,90
1130,US,Chardonnay,90
1131,US,Pinot Gris,90
1132,US,Gewürztraminer,90
1133,,Assyrtiko,90
1134,France,Pinot Blanc,90
1135,France,Pinot Auxerrois,90
1136,France,Pinot Blanc,90
1137,US,Pinot Noir,90
1138,US,Cabernet Franc,90
1139,Slovenia,Ribolla Gialla,90
1140,Italy,Sangiovese,90
1141,Italy,Sangiovese,90
1142,US,Chardonnay,90
1143,US,Pinot Noir,90
1144,US,Chardonnay,90
1145,US,Chardonnay,90
1146,US,Petit Verdot,90
1147,US,Malbec,90
1148,Italy,Sangiovese,90
1149,Moldova,Bordeaux-style Red Blend,90
1150,US,Port,90
1151,US,Sauvignon Blanc,90
1152,France,Pinot Noir,90
1153,Italy,Sangiovese,90
1154,US,Riesling,90
1155,US,Cabernet Sauvignon,90
1156,India,Shiraz,90
1157,US,Red Blend,90
1158,US,Cabernet Sauvignon,90
1159,US,Chardonnay,90
1160,Italy,Sangiovese,90
1161,Italy,Red Blend,90
1162,Spain,Tempranillo,90
1163,Italy,Red Blend,90
1164,Italy,Red Blend,90
1165,Italy,Sangiovese,90
1166,US,Rosé,90
1167,US,Cabernet Sauvignon,90
1168,France,Chardonnay,90
1169,US,Gewürztraminer,90
1170,US,Syrah,93
1171,New Zealand,Chardonnay,93
1172,France,Malbec,93
1173,France,Tannat-Cabernet,93
1174,US,Pinot Noir,93
1175,US,Chardonnay,93
1176,US,Syrah,93
1177,US,Pinot Noir,93
1178,US,Pinot Noir,93
1179,Austria,Blaufränkisch,93
1180,US,Cabernet Sauvignon,93
1181,Austria,Pinot Noir,93
1182,US,Malbec,93
1183,Argentina,Cabernet Blend,93
1184,New Zealand,Sauvignon Blanc,93
1185,New Zealand,Riesling,93
1186,US,White Blend,93
1187,US,Chardonnay,93
1188,US,Pinot Noir,93
1189,Spain,Tempranillo,93
1190,Spain,Tempranillo Blend,93
1191,Spain,Red Blend,93
1192,France,Rosé,93
1193,US,Chardonnay,93
1194,Italy,Aglianico,93
1195,US,Grenache,93
1196,US,Syrah,93
1197,Austria,Grüner Veltliner,93
1198,Austria,Pinot Noir,93
1199,US,Pinot Noir,93
1200,US,Pinot Noir,90
1201,US,Pinot Gris,90
1202,Germany,Riesling,90
1203,Italy,Nebbiolo,90
1204,Italy,Nebbiolo,90
1205,Israel,Cabernet Sauvignon,90
1206,Portugal,Portuguese Red,90
1207,US,Gewürztraminer,90
1208,Italy,Nebbiolo,90
1209,US,Pinot Noir,90
1210,Germany,Riesling,90
1211,France,Chardonnay,90
1212,France,Chardonnay,90
1213,US,Cabernet Sauvignon,90
1214,Italy,Nebbiolo,90
1215,Italy,Nebbiolo,90
1216,Italy,Nebbiolo,90
1217,Italy,Nebbiolo,90
1218,Italy,Nebbiolo,90
1219,Israel,Cabernet Franc-Cabernet Sauvignon,90
1220,US,Zinfandel,90
1221,US,White Blend,90
1222,France,Champagne Blend,90
1223,Italy,Nebbiolo,90
1224,Italy,Nebbiolo,90
1225,US,Cabernet Sauvignon,90
1226,US,Red Blend,90
1227,US,Pinot Noir,90
1228,US,Pinot Noir,90
1229,US,Rhône-style White Blend,90
1230,France,Riesling,92
1231,US,Chardonnay,92
1232,US,Cabernet Sauvignon,92
1233,US,Chardonnay,92
1234,Portugal,Castelão,92
1235,France,Riesling,92
1236,France,Riesling,92
1237,France,Riesling,92
1238,France,Riesling,92
1239,France,Riesling,92
1240,Portugal,Portuguese Red,92
1241,France,Bordeaux-style Red Blend,92
1242,France,Bordeaux-style Red Blend,92
1243,Italy,Nebbiolo,92
1244,Italy,Nebbiolo,92
1245,US,Syrah,92
1246,US,Cabernet Sauvignon,92
1247,US,Cabernet Franc,92
1248,Portugal,Portuguese Red,92
1249,US,Bordeaux-style Red Blend,92
1250,US,Bordeaux-style Red Blend,92
1251,Chile,Carmenère,92
1252,US,Chardonnay,92
1253,Portugal,Encruzado,92
1254,US,Cabernet Sauvignon,92
1255,US,Chardonnay,92
1256,US,Cabernet Sauvignon,92
1257,Portugal,Portuguese Red,92
1258,Italy,Nebbiolo,92
1259,France,Bordeaux-style Red Blend,92
1260,Portugal,Touriga Nacional-Cabernet Sauvignon,85
1261,South Africa,Chardonnay,85
1262,South Africa,Sauvignon Blanc,85
1263,France,Rhône-style White Blend,85
1264,Argentina,Malbec,85
1265,South Africa,Chenin Blanc,85
1266,US,Sangiovese,85
1267,France,Chardonnay,85
1268,US,Chardonnay,85
1269,France,Colombard-Sauvignon Blanc,85
1270,France,Malbec-Merlot,85
1271,France,Malbec,85
1272,US,Sauvignon Blanc,85
1273,US,Zinfandel,85
1274,Portugal,Portuguese Red,85
1275,Portugal,Portuguese White,85
1276,US,Cabernet Sauvignon,85
1277,Spain,Moscatel,85
1278,US,Chardonnay,85
1279,Argentina,Malbec,85
1280,France,Marsanne,85
1281,US,Red Blend,85
1282,France,Malbec,85
1283,Portugal,Portuguese Red,85
1284,Portugal,Portuguese White,85
1285,Portugal,Portuguese Red,85
1286,Italy,White Blend,85
1287,France,White Blend,85
1288,Portugal,Siria,85
1289,US,Chardonnay,85
1290,US,Cabernet Sauvignon,87
1291,France,Bordeaux-style Red Blend,87
1292,France,Bordeaux-style Red Blend,87
1293,France,Bordeaux-style Red Blend,87
1294,US,Syrah,87
1295,US,Riesling,87
1296,US,Chardonnay,87
1297,US,Merlot,87
1298,Italy,Sangiovese,87
1299,US,Blaufränkisch,87
1300,Italy,Red Blend,87
1301,US,Cabernet Sauvignon,87
1302,Spain,Monastrell,87
1303,US,Cabernet Sauvignon,87
1304,US,Cabernet Franc,87
1305,Argentina,Malbec,87
1306,Argentina,Malbec,87
1307,Argentina,Pinot Noir,87
1308,Italy,Red Blend,87
1309,Spain,Garnacha Blanca,87
1310,US,Riesling,87
1311,Italy,Red Blend,87
1312,France,Bordeaux-style Red Blend,87
1313,France,Bordeaux-style Red Blend,87
1314,France,Bordeaux-style Red Blend,87
1315,France,Bordeaux-style Red Blend,87
1316,France,Bordeaux-style Red Blend,87
1317,France,Bordeaux-style Red Blend,87
1318,US,Zinfandel,87
1319,US,Sauvignon Blanc,87
1320,Spain,Garnacha,89
1321,Italy,Red Blend,89
1322,US,Chardonnay,89
1323,France,Red Blend,89
1324,Portugal,Portuguese Red,89
1325,France,Malbec,89
1326,US,Pinot Noir,89
1327,France,Red Blend,89
1328,Germany,Riesling,89
1329,Spain,Red Blend,88
1330,Spain,Red Blend,88
1331,Greece,Agiorgitiko,88
1332,US,Sauvignon Blanc,88
1333,US,Merlot-Cabernet Sauvignon,88
1334,France,Gros and Petit Manseng,88
1335,US,Red Blend,88
1336,US,Pinot Noir,88
1337,US,Mourvèdre,88
1338,Italy,Red Blend,88
1339,Italy,Red Blend,88
1340,Portugal,Port,88
1341,France,Malbec,88
1342,US,Pinot Noir,88
1343,US,Meritage,88
1344,US,Rosé,88
1345,US,Bordeaux-style Red Blend,88
1346,US,Grenache,88
1347,US,Zinfandel,88
1348,US,Riesling,88
1349,Chile,Sauvignon Blanc,88
1350,France,Tannat,91
1351,US,Primitivo,91
1352,Italy,Turbiana,91
1353,US,Syrah,91
1354,Germany,Riesling,91
1355,Chile,Syrah,91
1356,US,Rhône-style White Blend,91
1357,Portugal,Arinto,91
1358,France,Chardonnay,91
1359,US,Zinfandel,91
1360,France,Pinot Noir,91
1361,US,Chardonnay,91
1362,US,Pinot Noir,91
1363,US,Pinot Noir,91
1364,France,Bordeaux-style Red Blend,91
1365,France,Viognier,91
1366,France,Bordeaux-style Red Blend,91
1367,France,Bordeaux-style Red Blend,91
1368,US,Rhône-style Red Blend,91
1369,Portugal,Portuguese Red,91
1370,France,Chardonnay,91
1371,France,Bordeaux-style Red Blend,91
1372,France,Petit Manseng,91
1373,US,Riesling,91
1374,Portugal,Portuguese Red,91
1375,US,Chardonnay,91
1376,France,Pinot Noir,91
1377,Italy,Turbiana,91
1378,Portugal,Loureiro,91
1379,Portugal,Portuguese Red,91
1380,US,Pinot Noir,88
1381,Spain,Tempranillo,88
1382,US,Pinot Gris,88
1383,Argentina,Cabernet Sauvignon,88
1384,France,Sauvignon Blanc,88
1385,US,Cabernet Sauvignon,88
1386,Italy,Nebbiolo,88
1387,US,Pinot Noir,88
1388,Italy,Nebbiolo,88
1389,US,Pinot Noir,88
1390,France,Sauvignon Blanc,88
1391,US,Pinot Noir,88
1392,Argentina,Malbec,88
1393,US,Pinot Noir,88
1394,US,Pinot Noir,88
1395,US,Pinot Noir,88
1396,France,Melon,88
1397,US,Pinot Gris,88
1398,US,Petite Sirah,88
1399,Italy,Nebbiolo,88
1400,Spain,Grenache-Syrah,88
1401,Spain,Mencía,88
1402,US,Viognier,88
1403,US,Pinot Gris,88
1404,US,Red Blend,88
1405,US,Pinot Noir,88
1406,Spain,Moscatel,88
1407,Italy,Nebbiolo,88
1408,US,Pinot Gris,88
1409,US,Pinot Noir,88
1410,Italy,Carricante,90
1411,US,Pinot Noir,90
1412,Hungary,White Blend,90
1413,US,Cabernet Sauvignon,90
1414,US,Syrah,90
1415,Italy,Fiano,90
1416,US,Rhône-style Red Blend,90
1417,Greece,Assyrtiko,90
1418,US,Zinfandel,90
1419,US,Pinot Noir,90
1420,US,Cabernet Sauvignon,90
1421,US,Zinfandel,90
1422,US,Chardonnay,90
1423,US,Rosé,90
1424,France,Sylvaner,90
1425,Italy,Red Blend,90
1426,US,Grenache,90
1427,Germany,Silvaner,90
1428,US,Pinot Noir,90
1429,France,Sylvaner,90
1430,US,Pinot Noir,90
1431,US,Petite Sirah,90
1432,US,Zinfandel,90
1433,US,Red Blend,90
1434,US,Zinfandel,90
1435,Spain,Tempranillo Blend,90
1436,Spain,Tempranillo Blend,90
1437,US,Zinfandel,90
1438,Germany,Schwartzriesling,90
1439,Spain,Garnacha,90
1440,,Red Blend,90
1441,Italy,Sangiovese,90
1442,US,Merlot,90
1443,France,Chardonnay,90
1444,Italy,Sangiovese,90
1445,US,Rhône-style Red Blend,90
1446,France,Sauvignon Blanc,90
1447,US,Champagne Blend,90
1448,US,Sangiovese-Syrah,90
1449,US,Vermentino,90
1450,France,White Blend,90
1451,France,Rosé,90
1452,US,Pinot Noir,90
1453,Spain,Red Blend,90
1454,Spain,Red Blend,90
1455,US,Chardonnay,90
1456,US,Pinot Noir,90
1457,US,Cabernet Sauvignon,90
1458,US,Cabernet Sauvignon,90
1459,US,Cabernet Franc,90
1460,US,Red Blend,90
1461,Italy,Red Blend,90
1462,Spain,Red Blend,90
1463,US,Cabernet Sauvignon,90
1464,US,Pinot Noir,90
1465,US,Chardonnay,90
1466,France,Rosé,90
1467,US,Red Blend,90
1468,US,Syrah,90
1469,Hungary,Furmint,90
1470,US,Sparkling Blend,90
1471,US,Pinot Noir,90
1472,US,Pinot Gris,90
1473,Germany,Riesling,90
1474,Italy,Nebbiolo,90
1475,Italy,Nebbiolo,90
1476,Israel,Cabernet Sauvignon,90
1477,Argentina,Malbec,90
1478,US,Pinot Gris,90
1479,Italy,Nebbiolo,90
1480,Argentina,Malbec,90
1481,Italy,Nebbiolo,90
1482,US,Zinfandel,90
1483,Italy,Barbera,90
1484,France,Bordeaux-style White Blend,90
1485,France,Melon,90
1486,France,Malbec-Merlot,90
1487,France,Bordeaux-style Red Blend,90
1488,France,Tannat-Cabernet Franc,90
1489,US,Rhône-style Red Blend,90
1490,US,Pinot Noir,90
1491,Italy,Nebbiolo,90
1492,US,Chardonnay,90
1493,Germany,Pinot Blanc,90
1494,Italy,Nebbiolo,90
1495,US,Cabernet Sauvignon,90
1496,Spain,Mencía,90
1497,Portugal,Portuguese Red,90
1498,US,Cabernet Sauvignon,90
1499,US,Sauvignon Blanc,90
1500,US,Sauvignon Blanc,93
1501,US,Grenache,93
1502,US,Chardonnay,93
1503,New Zealand,Pinot Noir,92
1504,France,Gros Manseng,92
1505,France,Rosé,92
1506,France,Rosé,92
1507,France,Tannat,92
1508,US,Pinot Noir,92
1509,US,Pinot Noir,92
1510,US,Cabernet Sauvignon,92
1511,Austria,Grüner Veltliner,92
1512,US,Grenache,92
1513,Austria,Grüner Veltliner,92
1514,US,Pinot Gris,92
1515,US,Pinot Noir,92
1516,US,Pinot Noir,92
1517,US,Tempranillo,92
1518,US,Pinot Noir,92
1519,France,Rosé,92
1520,France,Red Blend,92
1521,US,White Blend,92
1522,US,Sparkling Blend,92
1523,US,Barbera,92
1524,US,Petite Sirah,92
1525,US,Chardonnay,92
1526,US,Cabernet Franc-Merlot,92
1527,US,Syrah,92
1528,US,Zinfandel,92
1529,US,Zinfandel,92
1530,Portugal,Portuguese Red,85
1531,Portugal,Portuguese White,85
1532,Portugal,Portuguese Red,85
1533,Italy,White Blend,85
1534,Italy,Sangiovese,85
1535,US,Bordeaux-style Red Blend,85
1536,Argentina,Torrontés,85
1537,France,Malbec,85
1538,Argentina,Malbec,84
1539,Portugal,Rosé,84
1540,Portugal,Sauvignon Blanc,84
1541,US,Sauvignon Blanc-Semillon,84
1542,Portugal,Alvarinho,84
1543,Portugal,Portuguese White,84
1544,France,Rhône-style White Blend,84
1545,Argentina,Bordeaux-style Red Blend,84
1546,Spain,Red Blend,84
1547,US,Pinot Noir,84
1548,Portugal,Portuguese Sparkling,84
1549,US,White Blend,84
1550,France,Bordeaux-style White Blend,84
1551,US,Sauvignon Blanc,84
1552,Argentina,Chenin Blanc,84
1553,US,Pinot Noir,84
1554,South Africa,Chenin Blanc,84
1555,Argentina,Malbec,84
1556,South Africa,Chenin Blanc,84
1557,Spain,Macabeo,84
1558,Portugal,Rosé,84
1559,Portugal,Portuguese White,84
1560,US,Syrah,92
1561,US,Chardonnay,92
1562,US,Bordeaux-style Red Blend,92
1563,US,Merlot,92
1564,Portugal,Portuguese Red,92
1565,US,Syrah,92
1566,US,Sauvignon Blanc,92
1567,Portugal,Alfrocheiro,92
1568,US,Zinfandel,92
1569,US,Merlot,92
1570,US,Syrah,92
1571,France,Riesling,91
1572,France,Pinot Blanc,91
1573,France,Gewürztraminer,91
1574,Chile,Syrah,91
1575,US,Chardonnay,91
1576,US,Cabernet Sauvignon,91
1577,US,Tempranillo,91
1578,Chile,Red Blend,91
1579,US,Syrah,91
1580,Portugal,Portuguese Red,91
1581,US,Chardonnay,91
1582,France,Bordeaux-style White Blend,91
1583,US,Chardonnay,91
1584,US,Sangiovese,91
1585,US,Cabernet Sauvignon,91
1586,Portugal,Portuguese Red,91
1587,US,Chardonnay,91
1588,Portugal,Portuguese Red,91
1589,France,Riesling,91
1590,US,Chardonnay,87
1591,US,Sauvignon Blanc,87
1592,US,Zinfandel,87
1593,US,Rhône-style Red Blend,87
1594,Italy,White Blend,87
1595,US,Chardonnay,87
1596,Argentina,Malbec,87
1597,US,Aligoté,87
1598,Italy,Sangiovese,87
1599,Italy,Sangiovese,87
1600,Italy,Red Blend,87
1601,Italy,Sangiovese,87
1602,Italy,Sangiovese,87
1603,Italy,Sangiovese,87
1604,US,Chardonnay,87
1605,Argentina,Torrontés,87
1606,US,Red Blend,87
1607,US,White Blend,87
1608,France,Bordeaux-style Red Blend,87
1609,Spain,Verdejo,87
1610,US,Sparkling Blend,87
1611,US,Merlot,87
1612,US,White Blend,87
1613,US,Zinfandel,87
1614,US,Gewürztraminer,87
1615,US,Red Blend,87
1616,US,Riesling,87
1617,US,Syrah,87
1618,US,Grenache Blanc,87
1619,US,Chardonnay,87
1620,France,Champagne Blend,91
1621,France,Malbec,91
1622,France,Champagne Blend,91
1623,Italy,Red Blend,90
1624,US,Cabernet Sauvignon,90
1625,US,Merlot,90
1626,US,Pinot Noir,90
1627,US,Pinot Noir,90
1628,US,Zinfandel,90
1629,US,Chardonnay,90
1630,US,Pinot Noir,90
1631,US,Pinot Noir,90
1632,Italy,Red Blend,90
1633,France,Champagne Blend,90
1634,France,Bordeaux-style Red Blend,90
1635,France,Bordeaux-style Red Blend,90
1636,France,Bordeaux-style Red Blend,90
1637,Italy,Turbiana,90
1638,Italy,Turbiana,90
1639,US,Cabernet Sauvignon,90
1640,Portugal,Portuguese White,90
1641,Portugal,Portuguese Red,90
1642,US,Red Blend,90
1643,Portugal,Fernão Pires,90
1644,US,Rhône-style Red Blend,90
1645,US,Chardonnay,90
1646,Germany,Riesling,90
1647,Germany,Riesling,90
1648,Germany,Riesling,90
1649,Germany,Spätburgunder,90
1650,US,Riesling,88
1651,US,Mourvèdre,88
1652,US,Red Blend,88
1653,US,Sparkling Blend,88
1654,US,Pinot Noir,88
1655,US,Chardonnay,88
1656,Italy,Merlot,88
1657,Italy,Red Blend,88
1658,Italy,Red Blend,88
1659,Portugal,Portuguese White,88
1660,Chile,Pinot Noir,88
1661,US,Rosé,88
1662,Italy,Merlot,88
1663,US,Grüner Veltliner,88
1664,France,Bordeaux-style Red Blend,88
1665,Chile,Merlot,88
1666,US,Chardonnay,88
1667,France,Red Blend,88
1668,France,Bordeaux-style White Blend,88
1669,France,Red Blend,88
1670,Italy,Ciliegiolo,88
1671,Chile,Cabernet Sauvignon-Carmenère,88
1672,Chile,Pinot Noir,88
1673,Italy,Merlot,88
1674,Italy,Red Blend,88
1675,US,Red Blend,88
1676,Chile,Cabernet Franc,88
1677,US,Rhône-style Red Blend,88
1678,Germany,Pinot Gris,88
1679,Spain,Tempranillo,88
1680,US,Cabernet Sauvignon,88
1681,Portugal,Portuguese Red,88
1682,US,Pinot Noir,88
1683,Portugal,Portuguese Red,88
1684,US,Zinfandel,88
1685,US,Merlot,88
1686,Croatia,Posip,88
1687,Romania,Merlot,88
1688,France,Sauvignon Blanc,88
1689,France,Sauvignon Blanc,88
1690,US,Petite Sirah,88
1691,US,Pinot Noir,88
1692,US,Sauvignon Blanc,88
1693,US,Rhône-style White Blend,88
1694,Portugal,Portuguese White,88
1695,Portugal,Rosé,88
1696,France,Chenin Blanc,88
1697,France,Bordeaux-style Red Blend,88
1698,US,Sauvignon Blanc,88
1699,Argentina,Torrontés,88
1700,US,Pinot Noir,88
1701,US,Viognier,88
1702,Italy,Nebbiolo,88
1703,Spain,Tempranillo,88
1704,Spain,Tempranillo Blend,88
1705,Spain,Red Blend,88
1706,Spain,Tempranillo Blend,88
1707,Spain,Tempranillo Blend,88
1708,US,Chenin Blanc,88
1709,France,Rosé,88
1710,US,Zinfandel,90
1711,Germany,Schwartzriesling,90
1712,Chile,Carmenère,90
1713,France,Chardonnay,90
1714,US,Sauvignon Blanc,90
1715,US,Pinot Noir,90
1716,US,Zinfandel,90
1717,US,Chardonnay,90
1718,Chile,Sauvignon Blanc,90
1719,US,Cabernet Franc,90
1720,US,Sparkling Blend,90
1721,US,Zinfandel,90
1722,US,Pinot Noir,90
1723,US,Zinfandel,90
1724,US,Rhône-style Red Blend,90
1725,Germany,Riesling,90
1726,US,Syrah,90
1727,France,Pinot Noir,90
1728,France,Chardonnay,90
1729,US,Pinot Noir,90
1730,France,Rosé,90
1731,US,Grenache,90
1732,France,Pinot Noir,90
1733,US,Chardonnay,90
1734,Spain,White Blend,90
1735,France,Pinot Noir,90
1736,US,Pinot Noir,90
1737,France,Auxerrois,90
1738,France,Pinot Noir,90
1739,France,Pinot Blanc,90
1740,Hungary,Furmint,90
1741,US,Syrah,90
1742,US,Cabernet Franc,90
1743,France,Sauvignon Blanc,90
1744,US,Pinot Noir,90
1745,US,Pinot Noir,90
1746,US,Zinfandel,90
1747,Italy,Sangiovese,90
1748,Italy,Red Blend,90
1749,Morocco,Syrah,90
1750,US,Zinfandel,90
1751,Moldova,Red Blend,90
1752,US,Pinot Noir,90
1753,Italy,Sangiovese,90
1754,US,Syrah,90
1755,US,Syrah,90
1756,US,Pinot Noir,90
1757,Italy,Sangiovese,90
1758,US,Syrah,90
1759,Italy,Sangiovese,90
1760,US,Alicante Bouschet,90
1761,Bulgaria,Pinot Noir,90
1762,France,Sauvignon Blanc,90
1763,US,Cabernet Sauvignon,90
1764,Italy,Sangiovese,90
1765,France,Sauvignon Blanc,90
1766,France,Sauvignon Blanc,90
1767,France,Sauvignon Blanc,90
1768,France,Sauvignon Blanc,90
1769,Italy,Sangiovese,90
1770,Austria,Grüner Veltliner,92
1771,US,Grenache,92
1772,Austria,Grüner Veltliner,92
1773,US,Pinot Gris,92
1774,New Zealand,Chardonnay,92
